current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,5,0,3.0966,3.0966,0.6193,700.0,0.97,1.0,normal,3.0966
8,168,10095,4,0,3.88,3.88,0.97,700.0,0.97,1.0,normal,6.9766
8,168,10110,4,0,3.1715,3.1715,0.7929,700.0,0.97,1.0,normal,10.1481
8,168,10125,1,0,0.97,0.97,0.97,700.0,0.97,1.0,normal,11.1181
8,169,10140,2,0,2.02,2.02,1.01,700.0,1.01,1.0,normal,13.1381
8,169,10155,2,0,2.02,2.02,1.01,700.0,1.01,1.0,normal,15.1581
8,169,10170,2,0,2.02,2.02,1.01,700.0,1.01,1.0,normal,17.1781
8,169,10185,2,0,1.272,1.272,0.636,700.0,1.01,1.0,normal,18.4501
8,170,10200,1,0,0.274,0.274,0.274,700.0,1.05,1.0,normal,18.7241
8,170,10215,3,0,3.15,3.15,1.05,700.0,1.05,1.0,normal,21.8741
8,170,10230,4,0,4.2,4.2,1.05,700.0,1.05,1.0,normal,26.0741
8,170,10245,1,0,1.05,1.05,1.05,700.0,1.05,1.0,normal,27.1241
8,171,10260,3,0,0.0819,0.0819,0.0273,700.0,1.09,1.0,normal,27.206
8,171,10275,8,0,8.72,8.72,1.09,700.0,1.09,1.0,normal,35.926
8,171,10290,4,1,4.36,4.36,1.09,700.0,1.09,1.0,normal,40.286
8,171,10305,2,0,1.5473,1.5473,0.7736,700.0,1.09,1.0,normal,41.8333
8,172,10320,3,0,3.27,3.27,1.09,700.0,1.09,1.0,normal,45.1033
8,172,10335,5,0,5.45,5.45,1.09,700.0,1.09,1.0,normal,50.5533
8,172,10350,0,0,0.0,0.0,1.09,700.0,1.09,1.0,normal,50.5533
8,172,10365,3,0,3.27,3.27,1.09,700.0,1.09,1.0,normal,53.8233
8,173,10380,2,0,0.8358,0.8358,0.4179,700.0,1.14,1.0,normal,54.6591
8,173,10395,4,0,1.9309,1.9309,0.4827,700.0,1.14,1.0,normal,56.59
8,173,10410,3,0,3.42,3.42,1.14,700.0,1.14,1.0,normal,60.01
8,173,10425,3,0,3.42,3.42,1.14,700.0,1.14,1.0,normal,63.43
8,174,10440,5,0,5.9,5.9,1.18,700.0,1.18,1.0,normal,69.33
