current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,0.0
8,168,10095,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,0.5
8,168,10110,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,0.5
8,168,10125,3,0,1.5,1.5,0.5,1000.0,0.5,1.0,normal,2.0
8,169,10140,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,2.5
8,169,10155,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,3.0
8,169,10170,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,3.0
8,169,10185,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,3.0
8,170,10200,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,3.0
8,170,10215,4,0,2.0,2.0,0.5,1000.0,0.5,1.0,normal,5.0
8,170,10230,1,0,0.2608,0.2608,0.2608,1000.0,0.5,1.0,normal,5.2608
8,170,10245,2,0,1.0,1.0,0.5,1000.0,0.5,1.0,normal,6.2608
8,171,10260,2,0,1.1,1.1,0.55,1000.0,0.55,1.0,normal,7.3608
8,171,10275,1,0,0.55,0.55,0.55,1000.0,0.55,1.0,normal,7.9108
8,171,10290,1,0,0.55,0.55,0.55,1000.0,0.55,1.0,normal,8.4608
8,171,10305,1,0,0.55,0.55,0.55,1000.0,0.55,1.0,normal,9.0108
8,172,10320,0,0,0.0,0.0,0.4166,1000.0,0.6050000000000001,1.0,normal,9.0108
8,172,10335,2,0,1.21,1.21,0.605,1000.0,0.6050000000000001,1.0,normal,10.2208
8,172,10350,2,0,1.21,1.21,0.605,1000.0,0.6050000000000001,1.0,normal,11.4308
8,172,10365,1,0,0.605,0.605,0.605,1000.0,0.6050000000000001,1.0,normal,12.0358
8,173,10380,2,0,1.331,1.331,0.6655,1000.0,0.6655000000000002,1.0,normal,13.3668
8,173,10395,0,0,0.0,0.0,0.6655,1000.0,0.6655000000000002,1.0,normal,13.3668
8,173,10410,2,0,0.1436,0.1436,0.0718,1000.0,0.6655000000000002,1.0,normal,13.5104
