current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,0.5
8,168,10095,4,0,2.0,2.0,0.5,700.0,0.5,1.0,normal,2.5
8,168,10110,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,3.0
8,168,10125,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,3.5
8,169,10140,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,4.0
8,169,10155,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,5.0
8,169,10170,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,5.0
8,169,10185,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,6.0
8,170,10200,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,6.0
8,170,10215,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,6.5
8,170,10230,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,7.5
8,170,10245,4,0,2.0,2.0,0.5,700.0,0.5,1.0,normal,9.5
8,171,10260,1,0,0.0136,0.0136,0.0136,700.0,0.5,1.0,normal,9.5136
8,171,10275,3,0,0.4838,0.4838,0.1613,700.0,0.5,1.0,normal,9.9974
8,171,10290,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,10.4974
8,171,10305,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,10.4974
8,172,10320,3,0,1.5,1.5,0.5,700.0,0.5,1.0,normal,11.9974
8,172,10335,1,1,0.2818,0.2818,0.2818,700.0,0.5,1.0,normal,12.2792
8,172,10350,1,1,0.5,0.5,0.5,700.0,0.5,1.0,normal,12.7792
8,172,10365,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,13.2792
8,173,10380,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,14.2792
8,173,10395,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,15.2792
8,173,10410,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,15.7792
8,173,10425,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,16.2792
8,174,10440,1,0,0.0165,0.0165,0.0165,700.0,0.5,1.0,normal,16.2957
8,174,10455,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,16.2957
8,174,10470,2,0,0.5957,0.5957,0.2978,700.0,0.5,1.0,normal,16.8914
8,174,10485,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,17.3914
8,175,10500,1,0,0.2856,0.2856,0.2856,700.0,0.5,1.0,normal,17.677
8,175,10515,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,18.177
