current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,0,0,0.0,0.0,0.0,1000.0,0.65,1.0,normal,0.0
8,168,10095,3,0,1.95,1.95,0.65,1000.0,0.65,1.0,normal,1.95
8,168,10110,0,0,0.0,0.0,0.65,1000.0,0.65,1.0,normal,1.95
8,168,10125,3,0,1.9401,1.9401,0.6467,1000.0,0.65,1.0,normal,3.8901
8,169,10140,2,0,0.4223,0.4223,0.2112,1000.0,0.61,1.0,normal,4.3124
8,169,10155,1,0,0.61,0.61,0.61,1000.0,0.61,1.0,normal,4.9224
8,169,10170,1,0,0.61,0.61,0.61,1000.0,0.61,1.0,normal,5.5324
8,169,10185,2,0,1.22,1.22,0.61,1000.0,0.61,1.0,normal,6.7524
8,170,10200,1,0,0.3461,0.3461,0.3461,1000.0,0.56,1.0,normal,7.0985
8,170,10215,2,0,0.0184,0.0184,0.0092,1000.0,0.56,1.0,normal,7.1169
8,170,10230,3,0,0.0568,0.0568,0.0189,1000.0,0.56,1.0,normal,7.1737
8,170,10245,1,0,0.1592,0.1592,0.1592,1000.0,0.56,1.0,normal,7.3329
8,171,10260,3,0,1.56,1.56,0.52,1000.0,0.52,1.0,normal,8.8929
8,171,10275,0,0,0.0,0.0,0.3492,1000.0,0.52,1.0,normal,8.8929
8,171,10290,1,0,0.52,0.52,0.52,1000.0,0.52,1.0,normal,9.4129
8,171,10305,0,0,0.0,0.0,0.52,1000.0,0.52,1.0,normal,9.4129
8,172,10320,1,0,0.3313,0.3313,0.3313,1000.0,0.52,1.0,normal,9.7442
8,172,10335,1,0,0.52,0.52,0.52,1000.0,0.52,1.0,normal,10.2642
8,172,10350,3,0,1.56,1.56,0.52,1000.0,0.52,1.0,normal,11.8242
8,172,10365,0,0,0.0,0.0,0.2025,1000.0,0.52,1.0,normal,11.8242
8,173,10380,1,0,0.4974,0.4974,0.4974,1000.0,0.54,1.0,normal,12.3216
8,173,10395,2,0,1.08,1.08,0.54,1000.0,0.54,1.0,normal,13.4016
8,173,10410,3,0,1.62,1.62,0.54,1000.0,0.54,1.0,normal,15.0216
8,173,10425,1,0,0.54,0.54,0.54,1000.0,0.54,1.0,normal,15.5616
8,174,10440,0,0,0.0,0.0,0.56,1000.0,0.56,1.0,normal,15.5616
8,174,10455,0,0,0.0,0.0,0.56,1000.0,0.56,1.0,normal,15.5616
8,174,10470,2,0,1.12,1.12,0.56,1000.0,0.56,1.0,normal,16.6816
8,174,10485,3,0,1.68,1.68,0.56,1000.0,0.56,1.0,normal,18.3616
8,175,10500,1,0,0.5001,0.5001,0.5001,1000.0,0.58,1.0,normal,18.8617
8,175,10515,4,0,2.32,2.32,0.58,1000.0,0.58,1.0,normal,21.1817
8,175,10530,1,0,0.58,0.58,0.58,1000.0,0.58,1.0,normal,21.7617
8,175,10545,2,0,1.16,1.16,0.58,1000.0,0.58,1.0,normal,22.9217
8,176,10560,2,0,1.16,1.16,0.58,1000.0,0.58,1.0,normal,24.0817
8,176,10575,0,0,0.0,0.0,0.0522,1000.0,0.58,1.0,normal,24.0817
8,176,10590,3,0,1.74,1.74,0.58,1000.0,0.58,1.0,normal,25.8217
8,176,10605,1,0,0.58,0.58,0.58,1000.0,0.58,1.0,normal,26.4017
8,177,10620,3,0,1.8,1.8,0.6,1000.0,0.6,1.0,normal,28.2017
8,177,10635,1,0,0.6,0.6,0.6,1000.0,0.6,1.0,normal,28.8017
8,177,10650,1,0,0.6,0.6,0.6,1000.0,0.6,1.0,normal,29.4017
8,177,10665,1,0,0.6,0.6,0.6,1000.0,0.6,1.0,normal,30.0017
8,178,10680,0,0,0.0,0.0,0.2891,1000.0,0.63,1.0,normal,30.0017
8,178,10695,2,0,1.26,1.26,0.63,1000.0,0.63,1.0,normal,31.2617
8,178,10710,3,0,1.89,1.89,0.63,1000.0,0.63,1.0,normal,33.1517
8,178,10725,1,0,0.63,0.63,0.63,1000.0,0.63,1.0,normal,33.7817
8,179,10740,1,0,0.65,0.65,0.65,1000.0,0.65,1.0,normal,34.4317
8,179,10755,3,0,1.95,1.95,0.65,1000.0,0.65,1.0,normal,36.3817
8,179,10770,1,1,0.65,0.65,0.65,1000.0,0.65,1.0,normal,37.0317
8,179,10785,3,0,1.95,1.95,0.65,1000.0,0.65,1.0,normal,38.9817
8,180,10800,0,0,0.0,0.0,0.65,1000.0,0.65,1.0,normal,38.9817
8,180,10815,4,0,2.6,2.6,0.65,1000.0,0.65,1.0,normal,41.5817
8,180,10830,1,0,0.52,0.52,0.52,1000.0,0.65,1.0,normal,42.1017
8,180,10845,2,0,1.3,1.3,0.65,1000.0,0.65,1.0,normal,43.4017
8,181,10860,1,0,0.7,0.7,0.7,1000.0,0.7,1.0,normal,44.1017
8,181,10875,1,0,0.5646,0.5646,0.5646,1000.0,0.7,1.0,normal,44.6663
8,181,10890,0,0,0.0,0.0,0.7,1000.0,0.7,1.0,normal,44.6663
8,181,10905,3,0,2.1,2.1,0.7,1000.0,0.7,1.0,normal,46.7663
8,182,10920,3,0,2.25,2.25,0.75,1000.0,0.75,1.0,normal,49.0163
8,182,10935,2,0,1.5,1.5,0.75,1000.0,0.75,1.0,normal,50.5163
8,182,10950,1,0,0.75,0.75,0.75,1000.0,0.75,1.0,normal,51.2663
8,182,10965,1,0,0.4494,0.4494,0.4494,1000.0,0.75,1.0,normal,51.7157
8,183,10980,0,0,0.0,0.0,0.8,1000.0,0.8,1.0,normal,51.7157
8,183,10995,3,0,1.5889,1.5889,0.5296,1000.0,0.8,1.0,normal,53.3046
8,183,11010,2,0,1.6,1.6,0.8,1000.0,0.8,1.0,normal,54.9046
8,183,11025,0,0,0.0,0.0,0.8,1000.0,0.8,1.0,normal,54.9046
8,184,11040,3,0,2.4,2.4,0.8,1000.0,0.8,1.0,normal,57.3046
8,184,11055,1,0,0.8,0.8,0.8,1000.0,0.8,1.0,normal,58.1046
8,184,11070,2,0,1.6,1.6,0.8,1000.0,0.8,1.0,normal,59.7046
