current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,168,10095,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,168,10110,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,168,10125,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,169,10140,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,169,10155,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,0.0
8,169,10170,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,0.5
8,169,10185,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,1.0
8,170,10200,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,1.0
8,170,10215,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,1.0
8,170,10230,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,1.0
8,170,10245,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,1.5
8,171,10260,1,0,0.5,0.5,0.5,700.0,0.5,1.0,normal,2.0
8,171,10275,2,0,1.0,1.0,0.5,700.0,0.5,1.0,normal,3.0
8,171,10290,3,0,1.5,1.5,0.5,700.0,0.5,1.0,normal,4.5
8,171,10305,0,0,0.0,0.0,0.5,700.0,0.5,1.0,normal,4.5
8,172,10320,2,0,1.1,1.1,0.55,700.0,0.55,1.0,normal,5.6
8,172,10335,2,0,1.1,1.1,0.55,700.0,0.55,1.0,normal,6.7
8,172,10350,1,0,0.55,0.55,0.55,700.0,0.55,1.0,normal,7.25
8,172,10365,1,0,0.55,0.55,0.55,700.0,0.55,1.0,normal,7.8
8,173,10380,1,0,0.605,0.605,0.605,700.0,0.6050000000000001,1.0,normal,8.405
8,173,10395,0,0,0.0,0.0,0.605,700.0,0.6050000000000001,1.0,normal,8.405
8,173,10410,2,0,1.21,1.21,0.605,700.0,0.6050000000000001,1.0,normal,9.615
8,173,10425,3,0,1.815,1.815,0.605,700.0,0.6050000000000001,1.0,normal,11.43
8,174,10440,0,0,0.0,0.0,0.6655,700.0,0.6655000000000002,1.0,normal,11.43
8,174,10455,3,0,1.9965,1.9965,0.6655,700.0,0.6655000000000002,1.0,normal,13.4265
8,174,10470,1,0,0.6655,0.6655,0.6655,700.0,0.6655000000000002,1.0,normal,14.092
8,174,10485,1,0,0.6655,0.6655,0.6655,700.0,0.6655000000000002,1.0,normal,14.7575
8,175,10500,3,0,2.1962,2.1962,0.7321,700.0,0.7320500000000003,1.0,normal,16.9537
8,175,10515,1,0,0.7321,0.7321,0.7321,700.0,0.7320500000000003,1.0,normal,17.6858
8,175,10530,1,0,0.7321,0.7321,0.7321,700.0,0.7320500000000003,1.0,normal,18.4179
8,175,10545,4,0,2.9282,2.9282,0.7321,700.0,0.7320500000000003,1.0,normal,21.3461
8,176,10560,2,0,1.6105,1.6105,0.8053,700.0,0.8052550000000004,1.0,normal,22.9566
