current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,11,1,19.6219,19.6219,1.7838,1000.0,5.0,1.0,normal,19.6219
8,168,10095,6,0,4.5963,4.5963,0.766,1000.0,5.0,1.0,normal,24.2182
8,168,10110,14,0,50.7202,50.7202,3.6229,1000.0,5.0,1.0,normal,74.9384
8,168,10125,14,0,70.0,70.0,5.0,1000.0,5.0,1.0,normal,144.9384
8,169,10140,14,0,16.0467,16.0467,1.1462,1000.0,6.050000000000001,1.0,normal,160.9851
8,169,10155,20,1,30.4665,30.4665,1.5233,1000.0,6.050000000000001,1.0,normal,191.4516
8,169,10170,20,0,96.6744,96.6744,4.8337,1000.0,6.050000000000001,1.0,normal,288.126
8,169,10185,15,1,34.8849,34.8849,2.3257,1000.0,6.050000000000001,1.0,normal,323.0109
8,170,10200,19,0,33.7759,33.7759,1.7777,1000.0,6.655000000000001,1.0,normal,356.7868
8,170,10215,19,0,20.8282,20.8282,1.0962,1000.0,6.655000000000001,1.0,normal,377.615
8,170,10230,19,0,20.965,20.965,1.1034,1000.0,6.655000000000001,1.0,normal,398.58
8,170,10245,17,1,36.0145,36.0145,2.1185,1000.0,6.655000000000001,1.0,normal,434.5945
8,171,10260,19,2,69.4819,34.741,3.6569,1000.0,7.320500000000002,1.0,normal,504.0764
8,171,10275,27,1,182.5546,182.5546,6.7613,1000.0,7.320500000000002,1.0,normal,686.631
8,171,10290,18,1,78.6616,78.6616,4.3701,1000.0,7.320500000000002,1.0,normal,765.2926
8,171,10305,17,0,6.6632,6.6632,0.392,1000.0,7.320500000000002,1.0,normal,771.9558
8,172,10320,27,3,93.036,31.012,3.4458,1000.0,6.954475000000001,1.0,normal,864.9918
8,172,10335,19,0,35.419,35.419,1.8642,1000.0,6.954475000000001,1.0,budget_constrained,900.4108
8,172,10350,25,1,25.9895,25.9895,1.0396,1000.0,6.954475000000001,1.0,budget_constrained,926.4003
8,172,10365,12,0,1.0918,1.0918,0.091,1000.0,6.954475000000001,1.0,budget_constrained,927.4921
8,173,10380,11,0,61.1836,61.1836,5.5621,1000.0,6.259027500000001,1.0,budget_constrained,988.6757
8,173,10395,1,0,11.3243,11.3243,6.259,1000.0,6.259027500000001,1.0,budget_constrained,1000.0
8,173,10410,0,0,0.0,0.0,5.3018,1000.0,6.259027500000001,1.0,budget_constrained,1000.0
8,173,10425,0,0,0.0,0.0,4.6055,1000.0,6.259027500000001,1.0,budget_constrained,1000.0
8,174,10440,0,0,0.0,0.0,1.2139,1000.0,5.633124750000001,1.0,budget_constrained,1000.0
8,174,10455,0,0,0.0,0.0,3.8487,1000.0,5.633124750000001,1.0,budget_constrained,1000.0
8,174,10470,0,0,0.0,0.0,1.902,1000.0,5.633124750000001,1.0,budget_constrained,1000.0
8,174,10485,0,0,0.0,0.0,0.9427,1000.0,5.633124750000001,1.0,budget_constrained,1000.0
8,175,10500,0,0,0.0,0.0,0.3951,1000.0,5.069812275000001,1.0,budget_constrained,1000.0
8,175,10515,0,0,0.0,0.0,2.9222,1000.0,5.069812275000001,1.0,budget_constrained,1000.0
8,175,10530,0,0,0.0,0.0,5.0698,1000.0,5.069812275000001,1.0,budget_constrained,1000.0
