current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,0,0,0.0,0.0,0.0,700.0,0.5,0.95,normal,0.0
8,168,10095,0,0,0.0,0.0,0.5,700.0,0.5,0.95,normal,0.0
8,168,10110,0,0,0.0,0.0,0.5,700.0,0.5,0.95,normal,0.0
8,168,10125,1,0,0.5,0.5,0.5,700.0,0.5,0.95,normal,0.5
8,169,10140,1,0,0.5,0.5,0.5,700.0,0.5,0.95,normal,1.0
8,169,10155,1,0,0.5,0.5,0.5,700.0,0.5,0.95,normal,1.5
8,169,10170,3,0,1.5,1.5,0.5,700.0,0.5,0.95,normal,3.0
8,169,10185,1,0,0.5,0.5,0.5,700.0,0.5,0.95,normal,3.5
8,170,10200,1,0,0.5225,0.5225,0.5225,700.0,0.5225,0.95,normal,4.0225
8,170,10215,2,0,1.045,1.045,0.5225,700.0,0.5225,0.95,normal,5.0675
8,170,10230,1,0,0.5225,0.5225,0.5225,700.0,0.5225,0.95,normal,5.59
8,170,10245,2,0,1.045,1.045,0.5225,700.0,0.5225,0.95,normal,6.635
8,171,10260,1,0,0.5747,0.5747,0.5747,700.0,0.57475,0.95,normal,7.2097
8,171,10275,1,0,0.5747,0.5747,0.5747,700.0,0.57475,0.95,normal,7.7844
8,171,10290,1,0,0.5747,0.5747,0.5747,700.0,0.57475,0.95,normal,8.3591
8,171,10305,1,0,0.5747,0.5747,0.5747,700.0,0.57475,0.95,normal,8.9338
8,172,10320,2,0,1.2645,1.2645,0.6322,700.0,0.632225,0.95,normal,10.1983
8,172,10335,1,0,0.6322,0.6322,0.6322,700.0,0.632225,0.95,normal,10.8305
8,172,10350,2,0,1.2645,1.2645,0.6322,700.0,0.632225,0.95,normal,12.095
8,172,10365,1,0,0.6322,0.6322,0.6322,700.0,0.632225,0.95,normal,12.7272
8,173,10380,3,0,2.0863,2.0863,0.6954,700.0,0.6954475000000001,0.95,normal,14.8135
8,173,10395,2,0,1.3909,1.3909,0.6954,700.0,0.6954475000000001,0.95,normal,16.2044
8,173,10410,1,0,0.6954,0.6954,0.6954,700.0,0.6954475000000001,0.95,normal,16.8998
8,173,10425,1,0,0.6954,0.6954,0.6954,700.0,0.6954475000000001,0.95,normal,17.5952
8,174,10440,2,0,1.53,1.53,0.765,700.0,0.7649922500000002,0.95,normal,19.1252
8,174,10455,0,0,0.0,0.0,0.765,700.0,0.7649922500000002,0.95,normal,19.1252
8,174,10470,0,0,0.0,0.0,0.765,700.0,0.7649922500000002,0.95,normal,19.1252
8,174,10485,2,0,1.53,1.53,0.765,700.0,0.7649922500000002,0.95,normal,20.6552
8,175,10500,0,0,0.0,0.0,0.8415,700.0,0.8414914750000002,0.95,normal,20.6552
8,175,10515,3,0,2.5245,2.5245,0.8415,700.0,0.8414914750000002,0.95,normal,23.1797
8,175,10530,1,0,0.8415,0.8415,0.8415,700.0,0.8414914750000002,0.95,normal,24.0212
8,175,10545,0,0,0.0,0.0,0.8415,700.0,0.8414914750000002,0.95,normal,24.0212
8,176,10560,0,0,0.0,0.0,0.9256,700.0,0.9256406225000003,0.95,normal,24.0212
8,176,10575,2,0,1.8513,1.8513,0.9256,700.0,0.9256406225000003,0.95,normal,25.8725
8,176,10590,1,0,0.9256,0.9256,0.9256,700.0,0.9256406225000003,0.95,normal,26.7981
8,176,10605,5,0,4.6282,4.6282,0.9256,700.0,0.9256406225000003,0.95,normal,31.4263
8,177,10620,2,0,2.0364,2.0364,1.0182,700.0,1.0182046847500004,0.95,normal,33.4627
8,177,10635,2,0,2.0364,2.0364,1.0182,700.0,1.0182046847500004,0.95,normal,35.4991
8,177,10650,3,0,3.0546,3.0546,1.0182,700.0,1.0182046847500004,0.95,normal,38.5537
8,177,10665,2,0,2.0364,2.0364,1.0182,700.0,1.0182046847500004,0.95,normal,40.5901
8,178,10680,3,0,3.3601,3.3601,1.12,700.0,1.1200251532250005,0.95,normal,43.9502
8,178,10695,2,0,2.2401,2.2401,1.12,700.0,1.1200251532250005,0.95,normal,46.1903
8,178,10710,6,0,6.7202,6.7202,1.12,700.0,1.1200251532250005,0.95,normal,52.9105
8,178,10725,3,0,3.3601,3.3601,1.12,700.0,1.1200251532250005,0.95,normal,56.2706
8,179,10740,5,1,6.1601,6.1601,1.232,700.0,1.2320276685475007,0.95,normal,62.4307
8,179,10755,2,0,2.4641,2.4641,1.232,700.0,1.2320276685475007,0.95,normal,64.8948
8,179,10770,3,0,3.6961,3.6961,1.232,700.0,1.2320276685475007,0.95,normal,68.5909
8,179,10785,5,1,6.1601,6.1601,1.232,700.0,1.2320276685475007,0.95,normal,74.751
8,180,10800,13,0,56.8884,56.8884,4.376,700.0,5.0,0.95,normal,131.6394
8,180,10815,12,0,28.1242,28.1242,2.3437,700.0,5.0,0.95,normal,159.7636
8,180,10830,15,0,72.0121,72.0121,4.8008,700.0,5.0,0.95,normal,231.7757
8,180,10845,13,0,65.0,65.0,5.0,700.0,5.0,0.95,normal,296.7757
8,181,10860,10,0,41.25,41.25,4.125,700.0,4.125,0.95,normal,338.0257
8,181,10875,17,0,60.0276,60.0276,3.531,700.0,4.125,0.95,normal,398.0533
8,181,10890,12,2,34.657,17.3285,2.8881,700.0,4.125,0.95,normal,432.7103
8,181,10905,14,1,51.476,51.476,3.6769,700.0,4.125,0.95,normal,484.1863
8,182,10920,10,0,38.5688,38.5688,3.8569,700.0,3.8568750000000005,0.95,normal,522.7551
8,182,10935,10,1,16.1924,16.1924,1.6192,700.0,3.8568750000000005,0.95,normal,538.9475
8,182,10950,6,0,23.1413,23.1413,3.8569,700.0,3.8568750000000005,0.95,normal,562.0888
8,182,10965,8,0,8.0505,8.0505,1.0063,700.0,3.8568750000000005,0.95,normal,570.1393
8,183,10980,9,0,27.2545,27.2545,3.0283,700.0,3.6061781250000005,0.95,normal,597.3938
8,183,10995,12,0,36.462,36.462,3.0385,700.0,3.6061781250000005,0.95,budget_constrained,633.8558
8,183,11010,9,0,21.0151,21.0151,2.335,700.0,3.6061781250000005,0.95,budget_constrained,654.8709
