hour,opti_function,volatility,event
766.0,-451.0608586122685,1.0,NORMAL
767.0,-453.2333401225642,1.0,NORMAL
768.0,-397.6366666666667,1.0,NORMAL
769.0,-392.09544987259477,1.0,NORMAL
770.0,-400.723697553922,1.0,NORMAL
771.0,113.66377646828658,1.0,NORMAL
772.0,-411.0974011433751,1.0,NORMAL
773.0,-398.95077843754444,1.0,NORMAL
774.0,95.77857003436571,1.0,NORMAL
775.0,-405.2342663113263,1.0,NORMAL
776.0,-401.8069164035827,1.0,NORMAL
777.0,-425.2285790078125,1.0,NORMAL
778.0,-403.91928587042804,1.0,NORMAL
779.0,-414.12478078211154,1.0,NORMAL
780.0,-415.3639500687274,1.0,NORMAL
781.0,-401.6290852824836,1.0,NORMAL
782.0,-402.57518965802393,1.0,NORMAL
783.0,-380.0555459051827,1.0,NORMAL
784.0,-298.00109783869937,1.0,NORMAL
785.0,-262.24945284188794,1.0,NORMAL
786.0,-225.40687833292023,1.0,NORMAL
787.0,253.2872960066955,1.0,NORMAL
788.0,280.65336462896806,1.0,NORMAL
789.0,655.0553298448773,1.0,NORMAL
790.0,650.9498053982245,1.0,NORMAL
791.0,69.45357455184566,1.0,NORMAL
792.0,378.1492666666667,1.0,NORMAL
793.0,-1162.6894375391298,1.0,NORMAL
794.0,-364.7892962659212,1.0,NORMAL
795.0,-395.83101030097316,1.0,NORMAL
796.0,-193.0827715535721,1.0,NORMAL
797.0,-234.22708807728506,1.0,NORMAL
798.0,-426.21551892404136,1.0,NORMAL
799.0,-427.330908122209,1.0,NORMAL
800.0,-428.493753678841,1.0,NORMAL
801.0,-429.7060747151216,1.0,NORMAL
802.0,-430.96997625959267,1.0,NORMAL
803.0,-432.2876529032459,1.0,NORMAL
804.0,-433.6613926101276,1.0,NORMAL
805.0,-435.0935806900738,1.0,NORMAL
806.0,-436.5867039404717,1.0,NORMAL
807.0,-438.1433549642412,1.0,NORMAL
808.0,-439.76623667153297,1.0,NORMAL
809.0,-441.4581669729594,1.0,NORMAL
810.0,-443.2220836725088,1.0,NORMAL
811.0,-445.06104956863686,1.0,NORMAL
812.0,-446.9782577723952,1.0,NORMAL
813.0,-448.9770372518283,1.0,NORMAL
814.0,-451.0608586122685,1.0,NORMAL
815.0,-453.2333401225642,1.0,NORMAL
816.0,-386.4166666666667,1.0,NORMAL
817.0,-387.115145026869,1.0,NORMAL
818.0,-387.8433414796402,1.0,NORMAL
819.0,-405.8688173439807,1.0,NORMAL
820.0,-395.47095240021696,1.0,NORMAL
821.0,-398.73248784648575,1.0,NORMAL
822.0,107.24063239440416,1.0,NORMAL
823.0,-349.0398545892342,1.0,NORMAL
824.0,-367.8212291335413,1.0,NORMAL
825.0,138.78590268796773,1.0,NORMAL
826.0,217.67625754838232,1.0,NORMAL
827.0,-201.82861257151188,1.0,NORMAL
828.0,578.1726634968993,1.0,NORMAL
829.0,1125.752683856777,1.0,NORMAL
830.0,-436.5867039404717,1.0,NORMAL
831.0,-438.1433549642412,1.0,NORMAL
832.0,-439.76623667153297,1.0,NORMAL
833.0,-441.4581669729594,1.0,NORMAL
834.0,-443.2220836725088,1.0,NORMAL
835.0,-445.06104956863686,1.0,NORMAL
836.0,-446.9782577723952,1.0,NORMAL
837.0,-448.9770372518283,1.0,NORMAL
838.0,-451.0608586122685,1.0,NORMAL
839.0,-453.2333401225642,1.0,NORMAL
840.0,1555.1706166666665,1.0,NORMAL
841.0,284.1217231735841,1.0,NORMAL
842.0,-422.19095767772507,1.0,NORMAL
843.0,-423.1351142501144,1.0,NORMAL
844.0,-424.1194417626736,1.0,NORMAL
845.0,-425.1456493645856,1.0,NORMAL
846.0,-426.21551892404136,1.0,NORMAL
847.0,-427.330908122209,1.0,NORMAL
848.0,-428.493753678841,1.0,NORMAL
849.0,-429.7060747151216,1.0,NORMAL
850.0,-430.96997625959267,1.0,NORMAL
851.0,-432.2876529032459,1.0,NORMAL
852.0,-433.6613926101276,1.0,NORMAL
853.0,-435.0935806900738,1.0,NORMAL
854.0,-436.5867039404717,1.0,NORMAL
855.0,-438.1433549642412,1.0,NORMAL
856.0,-439.76623667153297,1.0,NORMAL
857.0,-441.4581669729594,1.0,NORMAL
858.0,-443.2220836725088,1.0,NORMAL
859.0,-445.06104956863686,1.0,NORMAL
860.0,-446.9782577723952,1.0,NORMAL
861.0,-448.9770372518283,1.0,NORMAL
862.0,-451.0608586122685,1.0,NORMAL
863.0,-453.2333401225642,1.0,NORMAL
864.0,-411.3199666666667,1.0,NORMAL
865.0,-387.115145026869,1.0,NORMAL
866.0,-412.74536322325173,1.0,NORMAL
867.0,-381.35067573727093,1.0,NORMAL
868.0,-377.8998789245769,1.0,NORMAL
869.0,97.66458581586151,1.0,NORMAL
870.0,-325.06746625088203,1.0,NORMAL
871.0,-351.5447299049158,1.0,NORMAL
872.0,-290.0566748746812,1.0,NORMAL
873.0,655.8699546673257,1.0,NORMAL
874.0,682.5358038057584,1.0,NORMAL
875.0,312.93175044715076,1.0,NORMAL
876.0,669.0852521902596,1.0,NORMAL
877.0,728.6186768473892,1.0,NORMAL
878.0,-436.5867039404717,1.0,NORMAL
879.0,-438.1433549642412,1.0,NORMAL
880.0,-439.76623667153297,1.0,NORMAL
881.0,-441.4581669729594,1.0,NORMAL
882.0,-443.2220836725088,1.0,NORMAL
883.0,-445.06104956863686,1.0,NORMAL
884.0,-446.9782577723952,1.0,NORMAL
885.0,-448.9770372518283,1.0,NORMAL
886.0,-451.0608586122685,1.0,NORMAL
887.0,-453.2333401225642,1.0,NORMAL
