current_day,current_hour,current_minute,clicks,leads,spend,cpa,realized_cpc,daily_budget,max_bid,volatility,budget_status,current_day_spend
8,168,10080,0,0,0.0,0.0,0.7165,1000.0,0.7164787427829665,1.0,normal,0.0
8,168,10095,2,0,1.433,1.433,0.7165,1000.0,0.7164787427829665,1.0,normal,1.433
8,168,10110,3,0,2.1494,2.1494,0.7165,1000.0,0.7164787427829665,1.0,normal,3.5824
8,168,10125,2,0,1.433,1.433,0.7165,1000.0,0.7164787427829665,1.0,normal,5.0154
8,169,10140,1,0,0.7881,0.7881,0.7881,1000.0,0.7881266170612632,1.0,normal,5.8035
8,169,10155,3,0,2.3644,2.3644,0.7881,1000.0,0.7881266170612632,1.0,normal,8.1679
8,169,10170,2,0,1.5763,1.5763,0.7881,1000.0,0.7881266170612632,1.0,normal,9.7442
8,169,10185,4,0,3.1525,3.1525,0.7881,1000.0,0.7881266170612632,1.0,normal,12.8967
8,170,10200,4,1,3.8145,3.8145,0.9536,1000.0,0.9536332066441287,1.0,normal,16.7112
8,170,10215,0,0,0.0,0.0,0.9536,1000.0,0.9536332066441287,1.0,normal,16.7112
8,170,10230,2,0,1.9073,1.9073,0.9536,1000.0,0.9536332066441287,1.0,normal,18.6185
8,170,10245,3,0,2.8609,2.8609,0.9536,1000.0,0.9536332066441287,1.0,normal,21.4794
8,171,10260,3,0,3.4617,3.4617,1.1539,1000.0,1.1538961800393959,1.0,normal,24.9411
8,171,10275,4,0,4.6156,4.6156,1.1539,1000.0,1.1538961800393959,1.0,normal,29.5567
8,171,10290,4,0,4.6156,4.6156,1.1539,1000.0,1.1538961800393959,1.0,normal,34.1723
8,171,10305,2,0,2.3078,2.3078,1.1539,1000.0,1.1538961800393959,1.0,normal,36.4801
8,172,10320,3,0,4.1886,4.1886,1.3962,1000.0,1.3962143778476692,1.0,normal,40.6687
8,172,10335,4,0,5.5849,5.5849,1.3962,1000.0,1.3962143778476692,1.0,normal,46.2536
8,172,10350,7,0,9.7735,9.7735,1.3962,1000.0,1.3962143778476692,1.0,normal,56.0271
8,172,10365,6,0,8.3773,8.3773,1.3962,1000.0,1.3962143778476692,1.0,normal,64.4044
8,173,10380,0,0,0.0,0.0,1.6894,1000.0,1.6894193971956801,1.0,normal,64.4044
8,173,10395,5,0,8.4471,8.4471,1.6894,1000.0,1.6894193971956801,1.0,normal,72.8515
8,173,10410,7,0,8.9111,8.9111,1.273,1000.0,1.6894193971956801,1.0,normal,81.7626
8,173,10425,2,1,3.3788,3.3788,1.6894,1000.0,1.6894193971956801,1.0,normal,85.1414
8,174,10440,7,0,14.3094,14.3094,2.0442,1000.0,2.044197470606773,1.0,normal,99.4508
8,174,10455,5,0,10.221,10.221,2.0442,1000.0,2.044197470606773,1.0,normal,109.6718
8,174,10470,3,0,5.904,5.904,1.968,1000.0,2.044197470606773,1.0,normal,115.5758
8,174,10485,4,0,8.1768,8.1768,2.0442,1000.0,2.044197470606773,1.0,normal,123.7526
8,175,10500,2,0,4.947,4.947,2.4735,1000.0,2.473478939434196,1.0,normal,128.6996
8,175,10515,4,0,6.1185,6.1185,1.5296,1000.0,2.473478939434196,1.0,normal,134.8181
8,175,10530,8,0,19.7878,19.7878,2.4735,1000.0,2.473478939434196,1.0,normal,154.6059
8,175,10545,5,0,7.7895,7.7895,1.5579,1000.0,2.473478939434196,1.0,normal,162.3954
8,176,10560,9,0,26.501,26.501,2.9446,1000.0,2.992909516715377,1.0,normal,188.8964
8,176,10575,9,0,26.9362,26.9362,2.9929,1000.0,2.992909516715377,1.0,normal,215.8326
8,176,10590,8,0,23.9433,23.9433,2.9929,1000.0,2.992909516715377,1.0,normal,239.7759
8,176,10605,10,0,19.2128,19.2128,1.9213,1000.0,2.992909516715377,1.0,normal,258.9887
8,177,10620,4,0,7.6188,7.6188,1.9047,1000.0,3.2922004683869153,1.0,normal,266.6075
8,177,10635,10,0,32.922,32.922,3.2922,1000.0,3.2922004683869153,1.0,normal,299.5295
8,177,10650,12,0,35.5536,35.5536,2.9628,1000.0,3.2922004683869153,1.0,normal,335.0831
8,177,10665,8,0,26.3376,26.3376,3.2922,1000.0,3.2922004683869153,1.0,normal,361.4207
8,178,10680,13,0,40.0167,40.0167,3.0782,1000.0,3.078207437941766,1.0,normal,401.4374
8,178,10695,11,1,33.8603,33.8603,3.0782,1000.0,3.078207437941766,1.0,normal,435.2977
8,178,10710,10,0,30.7821,30.7821,3.0782,1000.0,3.078207437941766,1.0,normal,466.0798
8,178,10725,6,0,18.4692,18.4692,3.0782,1000.0,3.078207437941766,1.0,normal,484.549
8,179,10740,3,0,7.0856,7.0856,2.3619,1000.0,2.539521136301957,1.0,normal,491.6346
8,179,10755,2,0,2.2924,2.2924,1.1462,1000.0,2.539521136301957,1.0,normal,493.927
8,179,10770,3,0,5.3159,5.3159,1.772,1000.0,2.539521136301957,1.0,normal,499.2429
8,179,10785,6,0,8.8724,8.8724,1.4787,1000.0,2.539521136301957,1.0,normal,508.1153
8,180,10800,2,0,2.3281,2.3281,1.164,1000.0,2.095104937449115,1.0,normal,510.4434
8,180,10815,5,0,9.5622,9.5622,1.9124,1000.0,2.095104937449115,1.0,normal,520.0056
8,180,10830,6,0,8.0109,8.0109,1.3351,1000.0,2.095104937449115,1.0,normal,528.0165
8,180,10845,4,0,8.3804,8.3804,2.0951,1000.0,2.095104937449115,1.0,normal,536.3969
8,181,10860,6,0,6.2289,6.2289,1.0381,1000.0,1.7284615733955198,1.0,normal,542.6258
8,181,10875,8,0,10.0226,10.0226,1.2528,1000.0,1.7284615733955198,1.0,normal,552.6484
8,181,10890,5,0,8.6423,8.6423,1.7285,1000.0,1.7284615733955198,1.0,normal,561.2907
8,181,10905,4,0,4.5724,4.5724,1.1431,1000.0,1.7284615733955198,1.0,normal,565.8631
8,182,10920,1,0,1.426,1.426,1.426,1000.0,1.425980798051304,1.0,normal,567.2891
8,182,10935,4,0,5.7039,5.7039,1.426,1000.0,1.425980798051304,1.0,normal,572.993
8,182,10950,6,1,8.5559,8.5559,1.426,1000.0,1.425980798051304,1.0,normal,581.5489
8,182,10965,3,0,4.2779,4.2779,1.426,1000.0,1.425980798051304,1.0,normal,585.8268
8,183,10980,4,0,4.7057,4.7057,1.1764,1000.0,1.176434158392326,1.0,normal,590.5325
8,183,10995,6,0,6.8264,6.8264,1.1377,1000.0,1.176434158392326,1.0,normal,597.3589
8,183,11010,3,0,3.5293,3.5293,1.1764,1000.0,1.176434158392326,1.0,normal,600.8882
8,183,11025,2,0,2.3529,2.3529,1.1764,1000.0,1.176434158392326,1.0,normal,603.2411
8,184,11040,1,0,0.9706,0.9706,0.9706,1000.0,0.970558180673669,1.0,normal,604.2117
8,184,11055,3,0,2.9117,2.9117,0.9706,1000.0,0.970558180673669,1.0,normal,607.1234
8,184,11070,0,0,0.0,0.0,0.9706,1000.0,0.970558180673669,1.0,normal,607.1234
8,184,11085,1,0,0.9706,0.9706,0.9706,1000.0,0.970558180673669,1.0,normal,608.094
8,185,11100,3,0,2.4021,2.4021,0.8007,1000.0,0.800710499055777,1.0,normal,610.4961
8,185,11115,1,0,0.8007,0.8007,0.8007,1000.0,0.800710499055777,1.0,normal,611.2968
8,185,11130,3,0,2.4021,2.4021,0.8007,1000.0,0.800710499055777,1.0,normal,613.6989
8,185,11145,4,0,3.2028,3.2028,0.8007,1000.0,0.800710499055777,1.0,normal,616.9017
8,186,11160,1,0,0.6606,0.6606,0.6606,1000.0,0.660586161721016,1.0,normal,617.5623
8,186,11175,0,0,0.0,0.0,0.6606,1000.0,0.660586161721016,1.0,normal,617.5623
8,186,11190,1,0,0.6606,0.6606,0.6606,1000.0,0.660586161721016,1.0,normal,618.2229
8,186,11205,1,0,0.6606,0.6606,0.6606,1000.0,0.660586161721016,1.0,normal,618.8835
8,187,11220,0,0,0.0,0.0,0.545,1000.0,0.5449835834198382,1.0,normal,618.8835
8,187,11235,2,0,1.09,1.09,0.545,1000.0,0.5449835834198382,1.0,normal,619.9735
8,187,11250,2,0,1.09,1.09,0.545,1000.0,0.5449835834198382,1.0,normal,621.0635
8,187,11265,5,0,2.7249,2.7249,0.545,1000.0,0.5449835834198382,1.0,normal,623.7884
8,188,11280,2,0,1.0,1.0,0.5,1000.0,0.5,1.0,normal,624.7884
8,188,11295,3,0,1.5,1.5,0.5,1000.0,0.5,1.0,normal,626.2884
8,188,11310,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,626.7884
8,188,11325,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,627.2884
8,189,11340,1,1,0.5,0.5,0.5,1000.0,0.5,1.0,normal,627.7884
8,189,11355,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,627.7884
8,189,11370,3,0,1.5,1.5,0.5,1000.0,0.5,1.0,normal,629.2884
8,189,11385,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,629.7884
8,190,11400,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,630.2884
8,190,11415,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,630.7884
8,190,11430,2,0,1.0,1.0,0.5,1000.0,0.5,1.0,normal,631.7884
8,190,11445,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,631.7884
8,191,11460,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,632.2884
8,191,11475,2,0,1.0,1.0,0.5,1000.0,0.5,1.0,normal,633.2884
8,191,11490,3,0,1.5,1.5,0.5,1000.0,0.5,1.0,normal,634.7884
8,191,11505,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,634.7884
9,192,11520,2,0,1.0,1.0,0.5,1000.0,0.5,1.0,normal,1.0
9,192,11535,1,1,0.5,0.5,0.5,1000.0,0.5,1.0,normal,1.5
9,192,11550,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,2.0
9,192,11565,0,0,0.0,0.0,0.5,1000.0,0.5,1.0,normal,2.0
9,193,11580,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,2.5
9,193,11595,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,3.0
9,193,11610,1,0,0.5,0.5,0.5,1000.0,0.5,1.0,normal,3.5
9,193,11625,4,0,2.0,2.0,0.5,1000.0,0.5,1.0,normal,5.5
